text,label
13，军团活动：加入军团开启，里面有百宝箱，护航，魔方和抽奖，奖励丰富，重点推荐。,1
终于把期中考熬过去了，半个学期竟然就这么过去了好啊，那就快点毕业吧,2
生活在这纷纷扰扰的世间，过的开心的首先就是要每时每刻都感觉自己棒棒的,2
键入nettime目标机ip知道目标机时间我们就可以给它一个任务让它在要求的时间运行。,1
减肥对我来说是一个遥不可及梦100多公斤了！！！！,0
现在你恐慌害怕的，最终会成为你面对这个世界的盔甲。2016。9。30,2
这么好的日子许个愿吧！愿望的内容呢，就是一切皆如我所愿。🙏🙏,2
粥稀稀透露：“我长得很普通，也很‘正常’。,1
朋友已经计划着生宝宝了，而我还单着,0
爆胎操作不当会造成严重意外如果是大巴汽油车等等就更恐怖了…卧槽，可怕！真的吗？太可恶了《怒》《怒》《怒》报警了吗？,0
ati公司为移动电话配备的imageon图形处理器和为数字电视配备的xilleon图形处理器由此应运而生。,1
睡前要感谢今天给我很多温暖的人，关心我的帮我忙的祝福我的，我真的觉得你们都好好，我很喜欢并感谢现在的生活，有你们世界都很温暖很明亮。晚安，各位,2
不自己学好基础知识，怎么好意思看patient？羞耻心,0
据说领带在之前就是工人们用来擦汗和擦嘴巴的。,1
1957年4月，中国电影工作者联谊会山西分会筹备组成立，1964年并入山西省戏剧家协会。,1
莫名其妙，这能怪我吗，问你你不说，后面又来说,0
我以为白开水能管饱，结果现在饿的吐水，罪过罪过,0
是女神精还是女神经呢？ps：脚丫子不听使唤迈进了微博屋，那就走走转转看看听听玩玩乐乐……,1
原名北道埠站，建于1945年，1948年建成通车，是中华民国在大陆修建的最后一个火车站，也是当时最靠西边的火车站。,1
重度失眠ing……我想去考营养师,0
有时是不敢回忆过去的，且只是想稍微顺带说几句过去的事~但是就怕段子手又开始做文章，把小事扩大！制造太多麻烦！哎！连回忆都令人敢到恐惧~！,0
重视食品，公共场所卫生，强化公众健康教育，通过了省级卫生镇复查验收，被评为乐清市卫生工作先进单位。,1
哈哈哈哈，醉了醉了，大家好给力！,2
至晋，易学家郭璞在其所著《洞林》中，详细记载了纳甲筮法，可以看到其内容完备详密。,1
后又盖了护校教室和宿舍，以及数所教员住宅，都在现湖南医科大学的南院范围内。,1
设计师stephenwebster与施华洛世奇有着长期且成果丰硕的合作历史。,1
今天去汗蒸房里面有3个男人！所以就有了我人生中第一次和异性一起汗蒸！(很不自在),0
！！！我不想和你这种人说话！道德>法律！！！,0
好多年，在11月25号这天没下雪了,0
满满的情意耶！cr。beyondit,2
语言的敏感期在六岁之前，抓住人生最佳学习时机会使宝宝语言技能的提高事半功倍。,1
#今天长这样#刚刚空下来的时候发现自己真的好饿，忙完这几天应该就不会这样了吧。加油💪,2
20多年间，他到过100多个村做工艺，共培养了30多个学徒，还收养三位走失儿童并帮助其找到父母。,2
太阳公公终于出来啦！特别的日子里要特别大声对自己说一声“早上好“！,2
4景观绿化根据校园内原有地形及水文情况，综合考虑各功能分区的相互关系，规划形成“两轴一环的景观架构。,1
又断电，姐姐头发都还没吹干呢！搞毛线啊,0
老老实实在床上睡了吗？麻麻会悄悄来卧室打开灯看你哦，偷偷亲亲宝宝的额头，掖好被角，说声晚安,2
卧槽！！这么明显的进球！！！助理啊助理啊！！！明显捞出来的啊！！！,0
另有研究表明，开车时打电话的司机反应速度减缓，与酒后驾车者反应速度相仿。,1
早安sn睡的不错吧~💪💪💪💪一定会成功的……等你回来呦~,2
谢谢我家亲爱的，还有可爱的你们，么么哒！！！,2
全区共有耕地面积62万多亩，其中水田42万亩，旱地20万亩。,1
每件事情不管是好是坏终究被新的问题取代,1
玺子，你是要干啥！穿成这样是要闹哪样,0
从馆舍，人员，通信等方面，领事馆的豁免权都有一定限制。,1
请回答1988真的有一种特殊的魔力，男主虽然长得丑男主的属性却很强大。亲情和友情的线路温暖又感动。每一个人物都自带闪光点。看剧的时候简直是一边哭一边又笑出声来。最喜欢的还是围棋少年，大叔问什么时候最想念妈妈，说是每天每天都想的时候哭死我了,0
当你情绪化地指责别人时，一定是自己内心有过不去的负面情绪。也许是羞愧，自责，也许是不甘，委屈，也许是恐惧，也许是害怕丢脸，害怕失去……总之，好好去面对自己这些情绪，再去和那个应该被指责的人沟通，效果会更好。别让别人为你自己该负责的情绪买单。——张德芬,2
当你情绪化地指责别人时，一定是自己内心有过不去的负面情绪。也许是羞愧，自责，也许是不甘，委屈，也许是恐惧，也许是害怕丢脸，害怕失去……总之，好好去面对自己这些情绪，再去和那个应该被指责的人沟通，效果会更好。别让别人为你自己该负责的情绪买单。北京·兆丰园三区,1
钱啊钱你怎么就离我而去了呢不是说好的要永远在一起不分离的吗为什么为什么你就这样舍弃我了呢,0
tytv新闻频道为不加密的开路传输。,1
淘宝还有卖这个哦…？！！！！有趣…,2
传统形象服从它自身的规则，该规则与外部世界无关。,1
肚子好饿不可以吃宵夜也没宵夜吃，还是睡觉吧晚安,0
这周第一次尝试包饺子，太不容易了，剁馅多的手疼，幸好味道还不错！生活永远在继续，你可以永远选择等待，也可以永远一成不变；但你也可以选择永远充满期待，永远创造惊喜！,2
笨死算了，真是难为教练了，为毛三减二就那么卡，看来今天晚上还得练,0
每天早起“陪“我们洗漱，等我们要出门了就默默地爬上去睡觉，我想，这就叫陪伴吧❤早安wogie！睡个回笼觉！,2
好怀念以前无论怎样身后总有个人的感觉,0
一个人如果真的爱你，是会为你放弃一切的,1
养女儿真的好贴心啊！昨晚她在吃溶溶豆，掉了一粒在地上，我捡起来说：“哎~妈妈就吃你掉在地上的吧！“然后她看着我，又从小盒子里拿了溶溶豆，我以为她是自己吃，结果她拿着豆豆往我嘴里塞。我的心啊，融化的都不省渣子了满满的都是爱，宝贝，妈妈好爱你。,2
#阴阳师手游#才……才才才2级的小号第二次召唤就出了ssr《惊恐》《惊恐》《惊恐》《惊恐》欧到自己害怕！！！,2
干封泉宝唐朝开元之初，在货币方面主要是私铸问题。,1
没有海鲜火锅高汤粉时，可加入盐，鲜鸡粉及少许糖替代高汤粉调味。,1
有时候觉得“托付终身“这个真是可以令人幸福到爆，羡慕baby,2
《大师黑板上画6行圈圈拍出4。5亿元,1
于是不再需要任何假装，现在的我真实拥有了一片辽阔的草原，草原上有美好的日常有久违的自由还有捧花向我走来的女孩，我想我看见了生活最美好的模样。亲爱的，我回来了,2
生活对于每个人来说都是平等的，上帝不会偏爱任何一个人……但人世间有人会感到幸福：而有人感受不到或不强！那是因为幸福是一种能力……是感谢生命赐予和现有生活的能力，是感受快乐，抵制不良情绪的能力！是不断反省自己，完善自我的能力。是一种调节身心平衡；调节人与社会平衡的能力！,2
写入时复制(copy-on-write)是一个被使用在程序设计领域的最佳化策略。,1
坐了一下午的车就为了逛一个小时就能逛完得古镇虽然是不够大但是却美在其中安逸舒适各种有feel真正的古风古韵毫无做作感商业化程度小文艺清新如果你爱请一定要去他的名字叫沙溪,1
我恨自己的脑袋特别笨，更恨自己的无能为力，如何才能做到让所有人都喜欢，如何才可以离自己的目标近一些。,0
此外，生，旦中也有少数采用脸谱的。,1
今天友是个美好的日子，我俩弟的生日,2
#一只狗的情诗#没有暧昧的日子并没有想象中恐慌，换句话说没人去肯定你支持你哄你粘你并不可怕，别因为盲目的害怕去品尝暧昧的慢性毒药。,2
睡觉💤早安！祝大家一天好心情。,2
好像只要有人问我“在干啥“我就会不自觉想回“在吃饭/麻辣烫“。,1
一边喊一边看着我家🐑变成第一好开心,2
今年维密的fantasybra的佩戴者lilyaldridge的日常训练，你付出的汗水终会给你带来好的回报。nopain，nogains。,2
#这个技能你没有#如果不做微商我还能做什么⁉️拿着几千块的的工资就能享受好生活吗⁉️就能孝顺父母吗⁉️就能养活孩子吗⁉️想想都可怕《惊恐》《惊恐》《惊恐》遵化市,0
睡啊，写作业到现在，也没谁了。,0
⊙一个社会的利益制度和规则往往是各个群体利益博弈及相互制衡的结果。,1
一生之中，每一个新的接触都称之为第一次；第一次体验了韩蒸，挺好的，很舒服，出汗了身体很清爽。喜欢这次体验,2
2007年8中拍国际拍卖会上一南宋龙泉窑粉青釉簋式炉以880万元成交。,1
第十五条会员代表大会须有2/3以上的会员代表出席方能召开，其决议须经到会会员代表半数以上表决通过方能生效。,1
喜欢一个人的心思是藏不住的，不喜欢一个人也是。,1
生日时，认真问出想要什么礼物的人，最是想送出完美的礼物。是这样么？？,1
都说猕猴桃和苹果放在一起熟得快，我这都放了快一个月了，怎么猕猴桃越来越硬呢？我要退货。,0
做个彪悍的女朋友看你还敢不敢找小三往死里打~,0
转佐著作郎，撰《晋书·帝纪》，十《志》，迁转博士，著作如故。,1
紫薯豆浆搭配好好看的颜色就会有好好看的心情,2
好想有个儿啊好久能完成我的大业嘛,0
幸福是什么幸福就是牵着一双想牵的手，一起走过繁华喧嚣，一起守候寂寞孤独；就是陪着一个想陪的人，高兴时一起笑，伤悲时一起哭；就是拥有一颗想拥有的心，重复无聊的日子不乏味，做着相同的事情不枯燥。只要我们心中有爱，我们就会幸福。,2
中国书法家协会会员，枣庄市摄影家协会副主席，枣庄市书法家协会主席团委员。,1
我诅咒你，，老东西，就当给你买花圈了，，,0
他呀的……抢我手机的人没有好下场！靠靠,0
和他合作过的被中国影迷所熟知的著名演员有高仓健和木村拓哉等。,1
如此销魂的🐔久违的聚会下一次又不知道是何年了,2
今天圆满20啦，拜日还在继续，昨天写错了，应该是第七天，今天其实第八天了，慢慢的习惯了。喝牛奶去练瑜伽，牛奶会被吸收吗？？我还想长个。，，今天下课打雪仗去咯，啦啦啦啦。,2
万恶的资本主义家！！就知道剥削劳动力！太可恶了！太可恶了！太可恶啦！！气死我了……,0
在运用过程中，大家若有什么心得或发现，别望了一起分享哦。,1
从冬天到冬天时间真的太快好好的道别只为下次的再见对象,0
我叮当：我办事速度快吧效率高吧因为我是个急性子叮当回答我：跟你一起做事吧感觉自己像龟兔赛跑的那只龟,2
就系一个星期无留意女神微博，于是一本原本可以稳代购就搞得掂既杂志，噶下要靠自己联系出版社了。。。但距连我第一封邮件都未回复我！！！,0
朋友圈开始被缩减，我说过的话开始做出成效。年龄会成为今后诸多决定与抉择的理由，在广大的朋友圈中从广到精的转变终会对此产生回应。所以人们常说，真实的成长是件真实不幸而可怕的事。,1
吼吼吼~下雪咯~前后各贴个暖宝宝走路上学来打雪仗哈哈哈不要太拼。就酱~下雪粗卡~撒花~,2
史诗，叙事诗，民歌等一般都有配曲。,1
他在继承传统的笔墨和基本技法的基础上，师法造化，出以己意，旁参当代名家，形成自己古艳，空灵，活脱，大气的画风。,1
傻逼到处都是草了我也是醉了真尼玛傻,0
费用来源“人工影响天气作业的费用主要来自于地方政府。,1
转向架设有中间齿轮箱，柴油机的功率经液力传动箱，万向轴传至中间齿轮箱，再经万向轴传至车轴齿轮箱，从而驱动轮对。,1
谢谢我们家的老大，谢谢你一直都这么疼我，谢谢你现在给我的一切！爱你哟,2
快看肖少这曼妙(哦不)帅气的身姿，正装真帅气，难道亲亲们不想舔一发嘛！,2
都入情入理，有力地突出了起义的正义性。,1
下班回来来投票被偷拍幸好我反应快比了个剪刀手哈哈哈,2
自己做了事情，别人不知道，别人做了事情，我也不知道。矛盾就出来了。,1
好长时间没发过微博了，都忘了微博怎么用了，刚才鼓动了半天,1
余锦源(1904—1951)生于1904年(清光绪三十年)。,1
天猫盒子自说自话把我下的直播app和vst还有沙发管家这些全删了强盗啊麻痹盒子还能强制删除的一刚哈尼心,0
啊！好舒服！！！一个多月没按摩了，精油开背好，用活络油推，整个人松掉了！！！过几天再去,2
对于马灿事件，朱可夫元帅只给了了一个淡淡的描述，毕竟苏联人玩的是人海战术。,1
市场服务理念：顾客才是我们真正的老师。,1
令我感到最幸福就是知道每一个明天又能看见他了,2
医院占地面积70余亩，职工178人，其中高级职称5人，中级职称38人。,1
今天，全班被体育老师罚跑了3圈，累死了，还说什么6圈1公里不到，他自己每天跑10公里，真是站着说话不腰疼！！,0
希望期中考试之后大家不要因为我傻就不和我玩了,1
才周二，恶心什么接二连三的来什么，真的是请原谅我爆粗,0
？？又被吵醒………大早上的能不能别跟耗子一样在房间里面翻找东西，就不能昨晚提前找好吗,0
双十一买的东西要到明年才来见我吗,0
早上起来撸一发！一天好心情！今天要照毕业照了！我的大学就快要结束啦！,2
卧槽，我就纳闷了，首回合是那个傻逼决定吧主场放在深圳的？草他老母亲,0
星爸爸服务员个辣鸡，姐姐什么地方长的像男的了，追着喊“先生“，眼瘸得治,0
没能早睡却能早起我是不是很棒呀,2
3科研成果高济宇长期致力于有机合成及反应的研究工作，先后发表研究论文20多篇。,1
诅咒偷我微博的人，害我以前的名字都改不过来了,0
看看人家日本人挤地铁，一挤一个进呀！~我们跟他们比弱,0
根据上述情况，中国航空军事运输力量最需要的应是大型运输机。,1
人际关系什么的真是很烦的一课🙅🏻不准玻璃心,1
讲真，，这两段有点感人。。#你好今天#,2
10月21日，bahnus诈，妨害业务及伪造文件等被判处1年6个月有期徒刑，此次判罪说明了李孝利是抄袭事件的受害者。,1
胃疼还想吐…在学校里好无力回不了家我想去医院回家喝热热的粥有人关心我有人安慰我,0
越来越想念马上就是又一年十壹月十捌,0
s：其实我开始听pizzicatofive已经是他们解散之后了……写完粉灰之后还想写一本关于涩谷和艺能界的故事，调查了很多涩谷系的东西后才开始听pizzicatofive的。前不久nhk有个17小时的介绍涩谷的节目，我也录下来都听了(←麻吉卡哟)嘉宾第一次见shige说他不仅帅还对涩谷系音乐很了解呢,2
朋友们真的不会在喝完茶或咖啡之后感到胸闷气短心慌呼吸困难+膈肌痉挛吗？早上因为嘴馋(没错我真的很馋)喝了杯茶，现在膈肌快疼死了+好难呼吸快憋死了,0
若更名只为图吉利，与小品中把兑水酒改口叫“宫廷玉液酒的做法又有何区别。,0
如果每个人都是一颗小星球，逝去的朋友就是身边的暗物质。我愿能再见你，我知我再见不到你。但你的引力仍在。我感激我们的光锥曾彼此重叠，而你曾经改变了我的星轨。纵使再不能相见，你仍是我所在星系未曾分崩离析原因，是我宇宙之网中曾经闪亮的星。送给自己无法言说的痛以及永不能再见的思念,0
#南昌火车站#国庆没有回家的我原来多么机智《拜拜》有密集恐惧症的我看到热搜那图简直吓坏《星星眼》南昌·东华理工大学,2
允许我没素质一次，佩兰蔡振华两个sb，把吴曦当边前卫跟把我弄上去有什么区别，蔡振华滚回去管你的乒乓球去吧，别再侮辱足球了你们对得起这些球迷嘛！！！下一次的世界杯我已经28岁了,0
5，用小火烧至鸡肉熟，加入枸杞子，炒匀即可。,1
闹心闹心闹心好烦好烦好烦为什么？这是干嘛啊！！,0
itisnevertoolatetofallinlove。爱永远不会嫌晚。,2
我同桌脱单了昨晚秀了半天的恩爱幸亏我睡着了狗日的要幸福,2
在荆门这学习，生活快五年了，今天第一次领略到湖北的雪带来的寒冷，虽然很冷，但景色很美。,2
今年版图小姐10强，四川，北京，黄河地区，美国华埠，河南，上海，河南，安徽，山东和冠军长江地区,1
宝马3系的新贵coupe双门轿跑车外观上仅凭新宝马3系coupe的轮廓就能确认它出自bmw！,1
突出规律，体现方法，有利于您提高应用知识的本领，形成正确而巧妙的解题思路。,2
最近有点黑白颠倒的感觉啊，玩的很开心，晚安小宝贝儿,2
生活用水1。36元/吨，基建用水1。63/吨，营业用水1。73元/吨。,1
最后一张不能忍！！谁没有过过去！！,0
寒冷的冬夜，它会替我陪你温暖冬天，晚安#卷卷#,2
坐后一点怎么了！！！看不清还可以理解…往后坐就会上课不认真就真的是不能理解，作为一个会在老师眼皮子底下睡觉的学渣不能理解学霸们！,0
2007年，当选第十一届全国人大代表。,1
哎，一次单纯的建议让某家粉急的跳墙各种评论私信搜我微博，粉丝真的疯狂的像鬼一样有病，真垃圾,0
今天一女同事说我每天都搽桌子好勤快呀！如果是她女儿就好了！,2
啊哈哈哈！我以前就是这样下象棋的,2
不喜欢每次吵架都是我先服软但是这次我拒绝,0
谁说的负责人就得知道所有得事情，到底谁在争取，我tm欠谁得呀，老天真开眼让我快毕业了还揽这么一堆烂事，爱怎么样怎么样，和我没半毛钱关系,0
人有不同的层次，唯有在同一个层次的人，才能相互理解，称赞，以迂回的方式得到自我认同，人可以不聪明，也可以不懂交际，但一定要大气！❤️,2
每天累成🐶也就算了，还都那么烦人,0
自作孽啊~这不是打自己脸么~如果不是在这而是在市区~心塞~抱歉呐~~~,0
我今晚这是要红了吗？这么多人,2
地铁上那么多人好意思自己坐着包也占一个位置的也只有你这位神人了不懂别人站着是什么感受吗难为了你中国男人,0
旁边那个无时无刻不在很恶心地打嗝的男的我真的是顶你个肺后面的妹子你也不管管你男票,0
xjbt，还能看吗！赢了侥幸，输了活该！,0
年末生猪存栏131397头，比上年增加16639头；,1
站房位于铁路线左侧，并设基本站台和中间站台各一座。,1
上次回家和这次回家，都遇到了农民工讨薪资的问题。之前没感觉到这个问题有多严重，现在在工地呆了这么久。真心感觉那些欠农民工钱的老板真的是丧尽天良！,0
回家路上有人经过我旁边跟我说话没理睬，功放起音乐，后来朋友出来说了会话瞥见他没走远，等朋友走了他跟我示意要送我吓得我看到绿灯逃似的跑了，心里想肯定喝多了，不然就是我没戴眼镜遇见过的家长跑友…没灯的路上各种不安回头，还等了个超漫长煎熬的红灯！还好路程不长，后面就大胆走了，吓死宝宝了,0
我有好好听课好好吃饭好好睡觉就是没有你,0
珍珠渔女平台是东平镇观景的最佳位置之一，现正兴建飞龙寺，大雄宝殿将于2013年底落成，整个寺庙计划于2015年全部建造完毕。,1
小南瓜最近长的很快，像个能听懂话的小朋友一样，和他说什么，总是认真的看着你，😜😂妈妈很想让你快快长大，然后带着你去很多地方，但妈妈又希望你不要那么快长大，因为能这么抱着你的日子其实不多,2
外面捡回家的红叶自然风干后依然那样红火，插在花篮上为冬日又添了点色彩，今天不用做课，感觉神清气爽，跨五的日子就这样开始了，好的开始,2
太可怕了，不知道是事故还是恐怖袭击,0
这是一个女孩在美国超市里面的照片，照片被传出来后，被说成美国最恐怖的一张照片，听说只有看懂的人才会害怕，你看懂了吗？找出照片的恐怖之处了吗？结果绝对惊人！就连波波都吓了一跳！！,0
真是想掀桌子啊不会写啊就这样眼睁睁的看着时间快到了也无能为力好烦呐,0
昨夜：我擦我咋又遇到了我平生最最害怕的场景——满是脏水污渍甚至都没处下脚的厕所？《生病》《吐》过两天肯定是要做噩梦的了。。。今晨：哦原来那已经是在做梦了呀。。。《耶》《不好意思》,2
现任中国人民大学社会与人口学院院长助理，人口学系人口学教研室主任。,1
佛山市人社局根据体检机构作出的体检不合格的体检结果决定对三名考生不予考察录用，符合相关规定和法定程序。,1
真tnd烦人，不打招呼就用别人，什么事,0
这类连接器主要用于黑白电视机，彩色电视机之类家用电器设备之中，也用于类似结构的设备中。,1
从夏洛克飞往拉斯维加斯的航班，机长把飞机开得像过山车似的酸爽刺激，左摇右晃加几个直降，一颗心差点甩出嗓子眼。中途飞跃过这城市外围大片的金色沙漠和墨蓝的湖泊，壮美如诗歌。赌城，我来啦！,2
又话出粮还钱，然后跟我说天日。然后无数个天日，我已经没有脾气了。点解会有甘噶人，借的时候说三日还，隔了三四个月了现在，还不还，老说明天，明天你妹啊。,0
在洗澡的时候听到一声巨响出来一看吓死宝宝了，13车连环相撞《惊恐》《惊恐》《惊恐》秒拍视频。,0
住院部22层医疗综合大楼落成启用。,1
根据自己的学习和实践，每学期写出1篇专题经验总结。,1
既然不想温水煮青蛙，就好好想想，到底想要什么！但前提是，把每天的生活，心情，工作弄好！状态调整好了，良性周期，就会越来越好！不要学打鸡血，太累！要一步一步，用长计划，钓大鱼，每天心情美美哒，起床上班咯！,2
24岁，新的生活，新的征程，划船不用桨，扬帆起航，全靠浪！,2
劝退了老婆的r换了飞机票结果坠了老婆…,0
看个球，憋屈，你妹。打铁还需自身硬，能力不行还命不好。屋漏偏逢连夜雨……,0
被爱的人永远不会知道爱你的人有多么的辛苦,0
大家可以把世界经济及产品价格走势分别用k线图表示。,1
c。进一步研究更适合于驱动电动车的电动机是电机工作者的任务。,1
…我都不知道我为什么不想睡觉可是我真的好困了…,0
我们寝室的网竟然可以发送图片啦，有没有受宠若惊,2
或许有一天真的喜欢上别人就好了，也许不知不觉某天就不会这样了，就跟当初放下喜欢这个人的心情一样，慢慢都会好的。,2
设有地下车停车场，实现人车分流，降低汽车废气，噪声污染，消除汽车对行人，住户的影响。,2
tvb行政副主席方逸华向邱复生查询情况，更在三天内凑齐9亿元给邱复生，回购tvbs股权。,1
最后一天以未成年少女的身份招摇撞骗，想想也是心塞,0
《五香萝卜炒腊肉丁》1。将萝卜干和腊肉……所有材料准备好，腊肉事先用温水泡软，青豆洗净沥干水分……锅热放油：加入几粒花椒炒出香气。加入姜末……腊肉丁煸炒出油2。加入萝卜干！继续煸炒，使萝卜干浸入腊肉的油，继续煸炒，加入少许糖调味：加入青豆干辣椒继续煸炒。出锅撒上青蒜！冷凉热食！,1
萧宅萧宅位于和丰桥(中美桥)南约30米，中市上塘6号。,1
这两天西安冷爆了就想窝在家里但是每天总有各种各样的事情需要出去最近在学做饭学会了几道刚开始刀工不行等多学几道上手了拍几张图片纪念下当然学会的第一道菜就是香菇炒青菜,2
又是男神你又说你男神我不是李大仁我听不下去却还得宽慰你？？,0
感觉自己傻逼透了。。。从土豪马上变成土鳖了,0
据说麦当劳也看好婚宴市场，准备要推出婚宴套餐了,1
2人物祖源《镇邑丘氏族谱》记载：一世：丘氏始祖其名讳字号未传与谱。,1
港区货物堆场面积达88万平方米(含集装箱堆场)，仓库1。4万平方米。,1
昨晚宿舍热到睡不着无奈只能起来刷微博刷到困了累了睡了可能三了然而今天还要早起一上午都处于没睡醒的状态昏昏沉沉的上完了早上的课原本的午休时间却要来写下午实验课的实验报告上完实验课还要赶去新区参加经管的迎新晚会疲惫不堪的我,0
今晚，不对确切说十二点之前，本来打算和阳阳分开睡的，也这么做的，他一个被子，我一个被子，因为昨天晚上发现他好热，出好多汗，结果看看这个点，俺俩都没睡踏实，我压根就没睡着，好无语，还是抱过来一起吧……,2
从早上十点上课一直上到晚上十点半，炸了炸了炸了！！！,0
有时候往往做的太多，却忽略了大的方向，方向背道而驰，做了很多无用功，走的太急躁，因时而停下脚步仔细想想，我们所追求的#越是急越没时间想越是越没想越偏离方向就越出错#,1
失败是成功的妈妈不会忘记自己的真正身分！老娘还是个superman！😠😠😠,2
如果承诺不重要，是什么让我们拥抱🌻🌻,2
感觉wuli麻麻挺好的，可能我俩性格一样吧，说生气就生气说好就好，每个麻麻都有好的或者不好的地方，我的麻麻放养我，你的麻麻比较细心，虽然会说不好听的话，但还是我麻麻,2
提前三天的生日演练已过，18岁生日快乐,2
现在老他妈的发脾气！一点不顺我气我就急烦,0
这么冷的天加上感冒头疼肚子疼还要上班，还不能睡觉,0
看了一天电脑真的有一种眼珠要爆的感觉,0
《伪装者》补完啦！最终结局竟然跟《北平无战事》接上了！！！！！明台后来就是《北平》里的崔叔,2
运城制版厂的活件档案有点类似于过去的人事档案。,1
双十一买的wd移动硬盘，这写入速度也太快了吧！！,2
不关乎快不快乐只在于值不值得值得了就不会不快乐。经历的都是必然，遇见的都是成长。晚安~~,2
二场八个门柱，其中一个进了球不算被捞出来，还有更霉的吗,0
老公生日快乐与你相遇好幸运爱你呀爱你呀剩下的话你猜猜看呀。,2
全身发烫，要死了，重感冒的前兆,0
现在是真真的脑子不够用啊，反应慢啊，转不过来啊，我怎么就不能聪明点啊,0
那个书香云集有文字转语音的功能，还有东北话可以选，哎呀嘛呀，我听个古代常识，一口大碴子味儿，乐死我了,2
1968年上海黄浦区九江中学初中毕业，1969年3月8日赴云南西双版纳插队落户。,1
自习室新来了一位男生，好帅啊。难道这就是少女心吗？,2
大半夜的，手机充电器爆炸了，吓死我了，三星充电器也爆炸，我插排就在床头，得亏没有嘣到我，三星充电器大半夜爆炸，我只在新闻看过三星手机爆炸，没有想到我，这事发生在我身上，太吓人了，这多坑人啊，这是没有嘣到，要是嘣到我咋整啊，大半夜家里电闸都跳了，得亏我家电闸安的好。三星太坑人了！,0
一将军拿出收藏的珍宝把玩，不小心差点把一只玉杯摔碎。幸亏他手快抓住了滑下的杯子，但已满头大汗。待他定下心来想：“我身经百战从没害怕过，为什么一只小小的杯子就让我惊吓成这样？“他思索良久，还是决然把那只玉杯摔碎了——因为他顿悟，贪念之心比陷入绝境更危险！,1
为什么最近失眠的人这么多啊，这还传染吗,1
假装听不懂别人说的黄色笑话是最考验演技的一件事,1
从以前害怕一个人睡觉到现在享受独占一米八的大床；从以前害怕走夜路到如今的不再惧怕；从以前面对电路问题就懵逼到今天遇见基本电路问题能默默解决……不论生活给予我什么，我回报以温柔。我相信，坚强温柔的内心会是我最好的化妆品。,2
带电粒子穿过充气的管子，会使气体电离。,1
蚊子你过来我保证不打死你？？？？？？,0
人口1928年(据民国十七年)中华民国内政部的统计，新疆省的总人口约为255万人，其中人口构成方面，维吾尔人占约70%，汉人约10%以下。,1
中午梦见朋友圈新增三条评论，来自玩具狗汪汪的头像，窃喜，可是醒来后什么也没发现，,0
第一次在唱歌这方面得奖，之前一直是个腼腆的女生，现在我要挑战我自己，是的！我成功了！没有什么不可能的！能像欧豪那样做舞台的王者,2
哈哈哈哈哈笑点又被戳破了。。好可怜的孩纸~,2
脾气贼大成天被爸妈放鸽子在门口进不去😡😡😡😡😡,0
3医院使命不断坚持“以患者为中心，以专业塑品牌的经营理念，在不断引进高素质人才，高科技设备，提供高标准服务的基础上，致力为患者服务。,1
当你宽恕的时候，等于释放了一个囚徒，然后你会发现，那个囚徒就是你自己,2
一周无休。。考试。。上课。。再考试。。再上课。。然后。。。上班。。。,0
被同事旧事重提，也是醉了。有些事情为何要去强求，我不懂，人家也不想懂。所以还是letitgo吧。,0
后来，忠州人为了纪念他，将其出生地取名将军溪，所在地名将军村。,1
c为gps信号的传播速度(即光速)。,1
《深夜话题》给你那个曾经爱得很深，最后却有缘无分的人写一句话。,1
这种天气我简直是要疯感觉怪兽随便会出现在迷雾里作死最近还跟着逗逼优酱天天直播看恐怖片天天天天做噩梦的节奏辣么明天看什么呢,0
中午想看看新框框，开都开了发现明天才发；还随机到一个掘墓，辣鸡队友还挂机；这都不是最可怕的，我点的外卖两个小时都还没送到，与此同时午休时间也捉襟见肘了；武汉的冬天露脚脖子简直是自取其辱。可怕的一天。,0
《邪恶天使与你的人缘》小时候的故事书里。小天使都是善良又可爱！们每天守护着小朋友！带给每一位小朋友快乐和希望……可是：小天使真的都是好的吗：难道没有捣蛋，耍狠的小天使吗。如果有，你觉得他们最厉害的招数是什么……,1
实行财务月报，季报和年报制度。,1
想来大概坐在缆车上惴惴不安，心绪难平又觉无处可逃是第一次遇见你时的心情。by失眠呓语,0
梦想破碎是没有声音的，它只是缓慢又沉默地离开了。,0
一个月才过了一半，1900已经没了☺ohno,0
去你的，忍不住爆粗口，把钱包，身份证，生活费，银行卡，高考卡，会员卡，全丢教室，最近又有小偷出没，门没有钥匙关不了，妈逼的，怎么这么倒霉，老天啊，千万千万不要偷我的东西啊，小偷你行行好，我下次给你买好次的行不，憋把我命根子给拿了啊,0
好吧。我其实还是很不想讲我真的很生气,0
我看着你你看着我，开始有种情不自禁的笑这是发自内心的笑，感觉我们在一起很好。,2
这位税务局的阿姨把我从凳子上赶下来，告诉我这里不允许坐人，那现在………,0
有情有义没脑子的蠢王老子看得好憋火！真想抽他！！！,0
冬天快乐~因为天冷抛弃🚲步行来教研室的人越来越多了,2
内外柱之间有隔扇，隔扇上都为亚字形花格窗，柱为红色，悬有楹联，其中一联云：“光照临川笔，春分庚岭梅。,1
大风，大雨，闪电，响雷……心有余悸，睡吧睡吧！希望自己不要再被咳嗽吵醒~#我的照片会发光#,2
哦王冬凯你再不回来你就死在外面吧彼此的狗脾气阿要疯了我很不开心你就浪吧浪吧哦操老子再也不要和你和好了,0
